26,38,13,57,51,95,85,87,50,10,85,93,13,66,2,5,33,12,25,36,81,68,36,33,86,26,48,46,68,35,68,66,36,35,88,69,58,100,33,75,43,31,68,13,13,5,38,6,18,15,48,55,13,25,96,46,31,97,71,90,36,2,43,95,92,18,92,5,87,86,84,58,87,74,66,48,20,41,62,38,22,31,95,13,84,79,39,43,95,74,38,99,46,66,71,89,87,15,89,31, 
46,44,71,26,43,46,93,29,87,13,56,95,38,95,6,97,91,99,50,55,4,92,2,38,6,94,65,38,64,32,78,54,15,6,96,89,7,84,54,19,100,1,18,44,67,95,49,13,26,36,2,43,71,14,11,99,89,49,29,98,35,31,20,44,55,64,47,24,58,43,29,18,83,81,43,24,88,3,2,95,36,17,7,20,92,8,8,99,83,18,39,13,64,55,55,35,55,4,65,24, 
8,30,40,67,48,38,55,94,76,62,95,95,94,14,26,58,79,62,91,93,70,85,86,24,23,64,26,85,4,37,59,28,48,42,92,97,1,66,68,89,50,32,43,74,17,14,72,10,100,1,87,48,31,30,70,45,36,81,54,69,8,32,27,95,54,31,31,99,15,44,21,26,54,27,15,24,3,61,12,15,13,93,7,98,36,11,63,21,97,23,87,55,12,57,9,57,69,62,96,47, 
17,69,73,44,7,6,64,35,62,56,12,17,48,48,68,39,19,1,47,91,7,13,20,77,99,20,95,86,21,61,69,42,93,53,12,48,92,69,96,98,79,64,51,67,88,46,97,33,63,59,36,21,35,80,14,99,68,34,12,32,66,97,61,24,35,63,90,46,67,50,61,90,37,96,69,14,11,17,13,81,96,54,54,19,11,36,3,66,61,16,67,36,48,97,61,72,54,37,54,78, 
53,56,52,26,45,40,59,64,42,42,67,8,33,40,22,7,21,14,72,65,5,73,37,8,11,64,59,67,92,77,52,93,72,48,37,23,31,32,67,5,52,82,1,52,69,69,47,84,42,43,94,90,61,21,91,92,17,55,6,45,59,36,14,42,47,35,36,14,69,34,32,78,59,69,24,13,48,63,69,83,43,46,4,5,77,10,56,95,2,17,99,92,25,32,42,64,95,47,32,18, 
82,100,87,96,77,71,5,25,63,13,92,95,32,25,36,15,84,47,80,50,27,24,75,19,59,83,37,20,71,84,12,55,47,1,81,66,41,99,42,96,94,52,92,69,94,21,44,12,31,95,87,33,12,5,15,1,37,87,22,21,79,11,50,32,16,94,75,87,33,1,89,56,51,97,47,68,48,4,56,11,52,100,52,8,84,9,20,8,66,27,65,8,74,70,6,13,98,42,9,73, 
69,69,4,16,62,26,30,52,45,23,90,25,78,20,54,30,68,61,12,3,40,87,63,50,23,31,63,60,79,74,5,51,97,59,90,52,54,1,88,19,58,69,93,100,24,32,89,73,99,29,15,28,91,64,6,3,79,9,18,21,30,79,97,60,26,9,55,19,51,90,63,28,36,50,80,5,96,74,92,26,92,58,79,55,83,59,76,39,39,85,50,25,4,91,9,36,16,68,54,20, 
53,29,75,54,79,91,77,8,67,38,99,22,28,21,14,68,6,90,59,68,29,65,34,67,87,25,16,33,33,90,40,18,28,75,53,46,65,68,40,49,11,68,79,35,96,47,44,38,31,3,13,40,42,49,44,21,93,72,82,18,47,76,56,1,76,57,86,29,10,71,87,21,45,35,5,49,42,8,32,45,67,37,91,73,44,63,79,22,100,88,5,40,33,67,71,60,77,100,13,90, 
28,67,51,33,72,16,30,86,93,6,70,91,80,92,86,70,36,30,31,15,64,80,83,36,77,66,55,76,62,2,14,48,76,93,71,37,33,11,11,16,70,33,61,26,84,66,45,39,16,7,70,20,16,63,86,94,28,26,87,46,15,100,34,50,63,16,39,47,57,33,58,29,48,76,54,8,79,21,81,1,35,25,70,75,85,78,86,43,18,6,77,85,21,33,21,63,70,63,64,30, 
45,63,69,65,97,99,40,29,27,81,97,98,21,22,9,1,57,24,65,2,40,20,91,34,26,24,67,21,19,67,93,80,100,36,58,93,55,35,42,76,37,82,15,86,43,35,83,81,46,55,77,72,33,46,14,45,61,85,26,15,46,84,57,89,13,1,86,99,3,2,16,35,16,27,1,38,30,71,32,56,55,79,9,4,55,100,4,92,9,95,15,28,63,18,34,17,44,7,27,7, 
